Policy_num,mobile_num,TxnID,Year,Type,Base_Premium,No_Claim_bonus_discount,road_side_assistence_addon,Tyre_addon,Electronic_addon,thirt_party_liablity_premium,Manufaturer,Party_type,registration_date,Car_number
5137,9293605698,914343877253517,2016,New,25003,0,0,0,0,4359,Mahindra,First party,29-07-2014,MH 2 UU 6216
5149,9324646122,902901978483590,2016,Renewal,27792,0,0,0,282,4250,Hyundai,First party,23-05-2012,MH 5 XH 9402
5150,9262642809,907507063915547,2016,New,0,0,0,0,0,4316,Mahindra,Third Party,23-05-2012,MH 6 TY 3865
5151,9286467640,946872583309834,2016,New,29028,0,276,0,0,4018,Honda,First party,25-09-2012,MH 8 HY 3794
5152,9314472213,884078509864113,2016,New,0,0,0,0,0,4113,Mahindra,Third Party,07-09-2014,MH 8 ME 5869
5154,9288724113,909609533722053,2016,Renewal,24637,1265,392,0,0,4256,Mahindra,First party,14-12-2013,MH 6 QA 3886
5165,9271961138,848852653011000,2016,Renewal,21555,1265,0,0,0,4427,Maruti,First party,09-07-2013,MH 4 GN 3200
5171,9301390698,899993773126189,2016,Renewal,28580,0,0,0,0,4066,Honda,First party,03-12-2014,MH 4 XR 4324
5184,9342862049,909031707484164,2016,Renewal,27042,0,0,0,0,4194,Maruti,First party,27-05-2014,MH 1 YQ 3620
5204,9318197376,939288883479256,2016,Renewal,21439,0,0,0,0,4078,Maruti,First party,11-03-2014,MH 6 MP 5820
5205,9263115637,868648602429678,2016,Renewal,28454,0,0,0,337,4187,Maruti,First party,19-07-2014,MH 6 UZ 6381
5207,9329358830,906038674797303,2016,Renewal,0,0,0,0,0,4089,Honda,Third Party,29-04-2014,MH 1 SL 9395
5208,9284377688,856527393184694,2016,New,25522,0,0,170,0,4497,Maruti,First party,26-09-2014,MH 1 LO 8980
5221,9315067658,864320943993084,2016,Renewal,0,0,0,0,0,4047,Maruti,Third Party,09-05-2014,MH 6 KO 2422
5223,9322217677,869844834892046,2016,New,22697,0,0,0,0,4172,Maruti,First party,25-06-2012,MH 4 KM 2587
5230,9318770435,923541013407507,2016,New,28746,0,240,185,0,4495,Maruti,First party,27-12-2014,MH 4 CX 9135
5231,9335722141,883457167455334,2016,New,29007,0,0,0,0,4249,Others,First party,10-12-2012,MH 7 IZ 8490
5232,9307892815,877053054583508,2016,New,27645,0,0,0,0,4463,Honda,First party,22-10-2014,MH 6 PV 8944
5233,9266227372,910118777837578,2016,New,0,0,0,0,0,4150,Hyundai,Third Party,28-04-2013,MH 3 DI 6692
5237,9316172791,888971498275850,2016,Renewal,0,0,0,0,0,4052,Maruti,Third Party,25-12-2013,MH 5 BQ 3915
5241,9271576103,873690081847926,2016,New,28307,0,0,0,0,4094,Honda,First party,23-04-2012,MH 7 YG 4231
5247,9334918195,931827795368114,2016,New,26816,0,0,0,0,4040,Maruti,First party,17-11-2014,MH 1 LW 8464
5256,9338535039,928658307645754,2016,Renewal,22311,0,0,0,0,4382,Maruti,First party,22-05-2013,MH 8 SC 7174
5262,9301600653,868587246498261,2016,New,27064,0,0,0,0,4327,Hyundai,First party,21-07-2014,MH 8 BB 5580
5266,9285541498,908690901232146,2016,New,21086,1240,0,0,0,4326,Maruti,First party,14-02-2014,MH 7 FK 6904
5274,9302541471,882103741097499,2016,Renewal,21972,0,0,0,0,4453,Hyundai,First party,24-10-2012,MH 7 ID 7368
5280,9338866866,907037413181259,2016,Renewal,24021,0,0,0,0,4355,Maruti,First party,01-10-2014,MH 7 MS 6033
5283,9270788709,898038331702058,2016,Renewal,21839,0,0,205,0,4455,Hyundai,First party,06-09-2013,MH 5 GG 9341
5286,9288223424,946729127934885,2016,Renewal,27546,0,0,0,320,4450,Maruti,First party,21-04-2014,MH 6 XX 8211
5291,9279406267,937554671862970,2016,New,0,0,0,0,0,4466,Hyundai,Third Party,06-12-2014,MH 2 QG 3237
5300,9331305247,894838321137285,2016,Renewal,24680,0,0,0,0,4037,Maruti,First party,19-09-2012,MH 5 DW 7991
5307,9326160327,893816353519546,2016,New,28759,1232,259,246,0,4457,Hyundai,First party,20-04-2014,MH 6 JG 6711
5321,9340337561,849069629635825,2016,Renewal,0,0,0,0,0,4278,Hyundai,Third Party,13-05-2014,MH 8 UX 5783
5330,9288463320,879473856300689,2016,New,29910,0,0,0,0,4472,Maruti,First party,19-07-2013,MH 8 ZG 9176
5335,9339828892,867435971631473,2016,New,24602,1391,0,0,0,4338,Hyundai,First party,20-01-2014,MH 2 QZ 4788
5337,9290459533,865862334462407,2016,Renewal,29738,0,0,0,0,4276,Hyundai,First party,07-06-2014,MH 4 ZP 3351
5342,9280699652,901427915617739,2016,Renewal,22456,0,0,0,0,4053,Maruti,First party,05-01-2014,MH 2 WB 4064
5343,9330483100,901810006828199,2016,New,0,0,0,0,0,4104,Mahindra,Third Party,15-09-2013,MH 1 KL 9140
5348,9271796264,899065832369748,2016,New,28712,0,0,0,0,4180,Maruti,First party,30-10-2012,MH 7 RM 5807
5351,9281102308,882806970502859,2016,Renewal,21609,0,0,0,0,4024,Maruti,First party,13-04-2012,MH 2 UU 5182
5369,9342293054,920385533788473,2016,Renewal,21692,0,0,0,0,4334,Maruti,First party,05-12-2012,MH 3 GS 3026
5370,9338402919,867868009231544,2016,Renewal,0,0,0,0,0,4065,Honda,Third Party,09-09-2012,MH 5 NQ 3019
5372,9290389875,905793060332690,2016,New,29216,0,0,0,0,4144,Hyundai,First party,05-06-2014,MH 2 HF 3327
5376,9341783125,864218915437311,2016,Renewal,23255,0,0,0,0,4451,Others,First party,26-05-2013,MH 7 JU 8630
5381,9302106530,904463878031464,2016,Renewal,23054,1351,0,0,0,4146,Honda,First party,13-05-2013,MH 7 LI 8251
5387,9301407717,905695391862576,2016,Renewal,21272,0,0,0,0,4343,Hyundai,First party,30-06-2013,MH 3 PP 3388
5390,9327616772,915165095959108,2016,New,26070,0,0,197,0,4313,Others,First party,02-05-2014,MH 8 AU 8017
5392,9301630405,904935686561437,2016,Renewal,29989,0,0,0,0,4255,Honda,First party,07-06-2014,MH 4 JI 8230
5394,9338862603,931440371746139,2016,Renewal,28850,0,0,0,339,4368,Maruti,First party,03-05-2012,MH 4 SP 9244
5400,9341284764,863831824998002,2016,Renewal,23233,1395,207,0,0,4394,Honda,First party,25-03-2014,MH 6 KD 8206
5405,9273698647,869680027685979,2016,New,23395,0,0,249,308,4105,Hyundai,First party,26-05-2013,MH 2 WD 7074
5410,9287901628,869931944120662,2016,New,0,0,0,0,0,4048,Mahindra,Third Party,09-06-2014,MH 6 CP 5221
5416,9322102643,936685284589263,2016,Renewal,25689,0,0,230,0,4305,Others,First party,17-10-2012,MH 5 LV 7298
5420,9272646527,867328941152388,2016,New,20217,0,371,0,0,4135,Maruti,First party,28-03-2013,MH 8 KX 3052
5424,9292848781,873749373161651,2016,Renewal,0,0,0,0,0,4324,Hyundai,Third Party,13-12-2014,MH 8 DY 4640
5431,9267876644,924768211251273,2016,New,23911,0,0,0,0,4098,Hyundai,First party,19-06-2014,MH 3 TF 8912
5434,9289217115,880528898746314,2016,New,29501,0,0,0,0,4219,Honda,First party,14-10-2012,MH 3 BV 7312
5448,9275407435,903576620617127,2016,Renewal,20715,0,276,0,0,4302,Honda,First party,31-07-2012,MH 6 AY 8800
5452,9293423570,897155025206275,2016,New,20290,0,0,0,0,4362,Hyundai,First party,12-04-2013,MH 3 PI 5815
5458,9274231648,873188415240216,2016,Renewal,27789,0,265,0,0,4356,Maruti,First party,11-01-2013,MH 6 DE 2422
5465,9262866790,932378930477795,2016,Renewal,25100,0,275,0,0,4433,Maruti,First party,23-05-2014,MH 7 ET 6723
5485,9334562826,867843932594294,2016,New,27991,0,0,0,0,4446,Mahindra,First party,03-05-2013,MH 4 QT 8637
5486,9337863715,885151731862459,2016,New,29507,0,0,0,269,4224,Hyundai,First party,03-09-2013,MH 3 GP 4722
5487,9267855814,874306313052655,2016,Renewal,23730,0,0,0,0,4193,Honda,First party,04-08-2013,MH 8 AM 5012
5492,9326966866,863007993647834,2016,Renewal,28603,0,0,0,0,4112,Others,First party,19-09-2013,MH 1 IG 6410
5497,9320861170,893968802387817,2016,Renewal,22785,0,0,186,0,4426,Mahindra,First party,28-05-2014,MH 6 KB 7318
5500,9276688822,911347403594482,2016,New,22039,0,0,0,0,4044,Others,First party,13-11-2012,MH 8 UL 8467
5501,9306557099,943472665045263,2016,New,27407,0,262,0,0,4490,Hyundai,First party,26-06-2014,MH 1 CD 4100
5507,9270655646,886511357169626,2016,Renewal,25408,0,0,0,0,4081,Hyundai,First party,05-10-2014,MH 3 QX 8101
5509,9321795758,870080020185138,2016,Renewal,21834,0,0,0,0,4159,Maruti,First party,06-01-2013,MH 4 EH 2743
5516,9326273721,902938030898555,2016,Renewal,25591,0,0,0,256,4405,Honda,First party,04-10-2012,MH 5 NH 4431
5518,9273338551,933451587829229,2016,Renewal,23769,0,226,0,0,4214,Maruti,First party,30-10-2013,MH 6 XU 5042
5519,9302215487,868913613680024,2016,Renewal,0,0,0,0,0,4315,Honda,Third Party,18-03-2014,MH 6 WK 9675
5526,9285711467,916816895176426,2016,New,29812,0,0,0,0,4314,Hyundai,First party,20-06-2014,MH 3 MJ 8163
5527,9324921823,931656180768098,2016,New,25512,0,0,0,0,4151,Hyundai,First party,15-09-2014,MH 2 QS 4397
5528,9284015099,872263299404383,2016,Renewal,25911,0,0,0,0,4145,Others,First party,05-09-2013,MH 2 LB 9803
5532,9269233934,919129204880595,2016,New,22100,0,0,0,0,4224,Mahindra,First party,17-12-2012,MH 8 JW 2490
5534,9320988333,854409890986132,2016,Renewal,0,0,0,0,0,4132,Maruti,Third Party,13-01-2014,MH 4 KL 8316
5535,9291119917,900176193145576,2016,New,25127,0,0,0,0,4043,Honda,First party,01-08-2012,MH 8 CJ 5372
5536,9324929489,854514605281361,2016,Renewal,23652,0,0,0,0,4474,Maruti,First party,04-10-2012,MH 7 NR 7859
5537,9288794888,927039729582257,2016,New,21014,0,0,0,0,4418,Mahindra,First party,24-04-2014,MH 3 VK 7667
5541,9277810551,878124137303649,2016,Renewal,22726,0,0,0,0,4439,Honda,First party,21-01-2014,MH 8 FS 3153
5542,9319286597,932819041088995,2016,Renewal,0,0,0,0,0,4102,Hyundai,Third Party,02-06-2013,MH 7 RV 2369
5543,9344673818,880063360168811,2016,New,22344,0,0,0,0,4168,Honda,First party,21-06-2012,MH 5 OY 8351
5546,9278378780,894494737085023,2016,Renewal,28800,0,0,0,0,4142,Maruti,First party,03-07-2012,MH 2 HG 8843
5548,9260106112,932113882122416,2016,New,29543,1393,0,0,0,4295,Maruti,First party,13-02-2013,MH 1 EF 6552
5562,9332023289,874597323650497,2016,Renewal,24633,0,0,0,0,4047,Honda,First party,11-11-2014,MH 7 NB 7201
5565,9294918047,862990521827606,2016,New,20355,0,0,0,0,4228,Others,First party,17-11-2014,MH 7 OC 7424
5568,9263803724,918509308689042,2016,Renewal,22705,1301,0,0,0,4344,Mahindra,First party,26-12-2012,MH 8 XR 4025
5573,9259013690,916949271904891,2016,New,28832,0,0,0,0,4305,Others,First party,16-06-2014,MH 3 KI 2428
5576,9317711273,889104059260731,2016,New,0,0,0,0,0,4021,Maruti,Third Party,19-06-2012,MH 3 NI 3335
5579,9335613361,893013383685422,2016,Renewal,29874,0,0,0,0,4363,Mahindra,First party,17-02-2013,MH 8 XW 3157
5580,9290060384,926346624567418,2016,New,26697,0,0,0,0,4299,Honda,First party,12-11-2014,MH 4 GG 5395
5589,9338225931,918029853927595,2016,Renewal,25752,0,292,0,271,4108,Maruti,First party,02-04-2012,MH 4 IW 4425
5592,9287721338,944099530715427,2016,Renewal,21677,0,0,0,0,4162,Honda,First party,17-02-2014,MH 4 PH 2910
5598,9271910060,855161241143771,2016,New,22139,1228,0,0,0,4015,Hyundai,First party,11-05-2014,MH 6 PI 5359
5612,9293662960,866579244516425,2016,New,26460,0,0,0,0,4311,Maruti,First party,20-11-2014,MH 5 ZG 3507
5622,9326465481,947213026588348,2016,New,21403,0,0,0,318,4215,Maruti,First party,15-04-2012,MH 7 PW 4975
5625,9323819117,864248830800429,2016,Renewal,23341,0,0,162,0,4470,Mahindra,First party,07-06-2012,MH 1 QI 2935
5634,9292132107,867189203537524,2016,New,26975,0,0,154,0,4130,Mahindra,First party,10-02-2014,MH 3 KT 5643
5636,9326302120,882246850438690,2016,New,26420,0,0,0,0,4403,Hyundai,First party,02-08-2012,MH 1 ZE 7530
5644,9345599486,878207719306971,2016,Renewal,27755,0,0,0,0,4361,Others,First party,01-05-2013,MH 1 TH 9815
5652,9272052354,879568239029566,2016,New,0,0,0,0,0,4073,Maruti,Third Party,20-08-2014,MH 2 CQ 5112
5662,9261888522,897613665789320,2016,Renewal,24731,0,0,0,0,4281,Maruti,First party,25-10-2014,MH 7 VQ 7552
5670,9324640078,855460678734875,2016,Renewal,25451,1299,0,0,0,4149,Others,First party,27-12-2014,MH 3 RC 5235
5679,9320645175,904408424690355,2016,New,28368,0,0,0,0,4432,Honda,First party,03-03-2013,MH 7 HO 9671
5681,9303382468,922089782941505,2016,New,0,0,0,0,0,4391,Maruti,Third Party,04-10-2012,MH 6 XQ 9048
5691,9288543773,897191355262889,2016,Renewal,20479,0,0,0,0,4319,Hyundai,First party,12-11-2013,MH 1 XS 2857
5693,9311552861,913168334663139,2016,New,26232,1200,0,0,0,4496,Honda,First party,18-11-2014,MH 5 KG 3896
5694,9327228248,858731783271318,2016,New,21723,1355,0,0,0,4102,Maruti,First party,23-12-2013,MH 7 EN 3090
5695,9261621910,889500737976311,2016,Renewal,0,0,0,0,0,4464,Maruti,Third Party,24-09-2013,MH 6 DH 4223
5701,9296027400,918890436359387,2016,New,24770,1369,254,0,0,4036,Maruti,First party,05-08-2013,MH 7 RB 2747
5705,9271627740,857754026177407,2016,Renewal,0,0,0,0,0,4001,Hyundai,Third Party,14-09-2014,MH 4 BK 7500
5711,9302719649,906022949001331,2016,New,25270,0,0,239,0,4268,Hyundai,First party,06-12-2013,MH 6 BT 8616
5716,9284295539,927381096581781,2016,New,22005,0,0,0,0,4494,Maruti,First party,10-04-2013,MH 8 CT 4560
5719,9297114228,890179701930813,2016,New,25756,0,0,248,0,4478,Maruti,First party,10-02-2014,MH 5 GE 8942
5720,9273992132,946041870249252,2016,Renewal,29945,1351,0,0,0,4159,Others,First party,28-03-2014,MH 4 VA 5321
5721,9312520907,895027734224885,2016,New,28051,0,329,0,0,4092,Hyundai,First party,15-06-2014,MH 3 JJ 2616
5723,9281954476,907771213216587,2016,New,23944,0,0,0,0,4117,Maruti,First party,05-09-2012,MH 4 RN 7671
5730,9277578750,872020582760209,2016,Renewal,26779,1337,0,0,0,4056,Mahindra,First party,13-10-2012,MH 7 VP 8565
5734,9323120177,928738600337997,2016,New,26998,0,0,0,0,4228,Maruti,First party,07-08-2012,MH 8 PQ 8517
5741,9333708006,932663301995749,2016,New,20660,0,0,0,0,4228,Mahindra,First party,16-10-2013,MH 8 LV 5594
5748,9263316375,887461861655710,2016,Renewal,26611,0,226,0,0,4045,Hyundai,First party,01-03-2013,MH 8 PC 2729
5750,9318334866,859932821381394,2016,Renewal,20269,0,387,0,0,4027,Mahindra,First party,25-04-2013,MH 7 TA 3745
5751,9286506569,863729325859196,2016,New,28318,0,0,243,0,4122,Mahindra,First party,05-06-2014,MH 8 UX 9538
5758,9344833318,938314429395229,2016,New,29585,0,0,0,0,4313,Maruti,First party,16-03-2014,MH 3 YK 9822
5762,9332181089,876591455881678,2016,New,22328,0,0,0,0,4308,Mahindra,First party,21-02-2013,MH 2 ER 3434
5764,9341140965,920865893000422,2016,Renewal,0,0,0,0,0,4130,Maruti,Third Party,28-08-2014,MH 1 KM 9130
5767,9323624156,873337575065841,2016,New,25587,0,337,0,0,4177,Maruti,First party,11-10-2012,MH 6 IQ 4646
5769,9339484386,859792772973108,2016,Renewal,22902,0,0,0,0,4293,Maruti,First party,30-04-2014,MH 1 AH 3585
5771,9290841525,928156199714580,2016,New,26629,0,0,0,0,4167,Maruti,First party,28-03-2013,MH 2 FL 3920
5779,9295204936,924526679996333,2016,Renewal,29007,0,0,0,0,4255,Honda,First party,27-02-2014,MH 7 YP 5723
5785,9283181054,937887627414183,2016,Renewal,21998,0,0,0,0,4286,Hyundai,First party,13-05-2012,MH 6 YW 5618
5790,9324817556,870587770962106,2016,Renewal,26733,0,0,0,0,4382,Mahindra,First party,29-11-2014,MH 5 OM 3429
5791,9336602119,887343425963131,2016,New,26435,0,0,0,269,4355,Hyundai,First party,22-09-2014,MH 4 FE 9637
5801,9345107967,936407046994785,2016,New,28069,0,0,0,0,4126,Others,First party,13-08-2014,MH 2 NN 2576
5814,9322496515,869064608131854,2016,Renewal,23631,0,0,0,0,4109,Maruti,First party,30-09-2014,MH 5 VG 6900
5816,9297935073,921956142792751,2016,New,28585,0,0,0,0,4436,Mahindra,First party,19-08-2014,MH 7 UM 8080
5824,9343744565,849175347520551,2016,Renewal,27972,0,0,0,0,4040,Others,First party,19-12-2013,MH 3 NN 3791
5828,9299354827,920999289300703,2016,New,23964,0,0,0,0,4060,Mahindra,First party,08-06-2014,MH 8 HB 2953
5834,9330935852,861106185603951,2016,New,21352,0,0,0,251,4426,Honda,First party,05-02-2013,MH 7 ZN 6471
5839,9290961119,928207718848198,2016,New,27165,0,0,0,0,4399,Maruti,First party,03-07-2013,MH 6 LJ 2490
5842,9311570235,896466375474911,2016,Renewal,28345,0,0,0,0,4202,Honda,First party,12-01-2013,MH 4 AV 2632
5843,9286679680,866380771415579,2016,New,29685,0,0,0,272,4335,Maruti,First party,19-07-2012,MH 1 EN 5946
5852,9293109326,881420569780229,2016,New,23090,0,0,0,0,4384,Mahindra,First party,24-01-2013,MH 5 OG 5296
5855,9267414900,886178209778092,2016,New,22313,0,265,0,0,4303,Honda,First party,04-04-2014,MH 3 GW 9575
5860,9285259632,944151127015804,2016,New,22621,0,0,0,0,4396,Honda,First party,22-01-2013,MH 2 ES 8997
5867,9259819421,901242514865439,2016,Renewal,22502,0,0,0,0,4388,Honda,First party,03-01-2014,MH 6 UG 5385
5876,9331450964,948059346814631,2016,Renewal,20556,0,0,0,0,4403,Maruti,First party,19-02-2014,MH 3 ST 9307
5877,9343702676,875807995072363,2016,New,24357,0,0,0,0,4244,Mahindra,First party,16-10-2012,MH 4 SB 3862
5880,9295501980,910186879558340,2016,New,25830,0,0,0,0,4253,Hyundai,First party,04-03-2014,MH 4 WO 6399
5881,9330833670,871066328005990,2016,New,20065,0,0,0,314,4006,Honda,First party,07-06-2013,MH 1 MQ 9442
5886,9273457924,868357414787526,2016,Renewal,24373,0,0,0,0,4101,Mahindra,First party,11-09-2014,MH 8 PU 6107
5901,9258485136,921719943382293,2016,Renewal,23977,0,0,0,0,4035,Honda,First party,25-12-2014,MH 8 XO 2660
5902,9317667633,875183878616499,2016,Renewal,0,0,0,0,0,4449,Maruti,Third Party,08-04-2014,MH 5 JP 3771
5903,9273320245,880160589988454,2016,Renewal,24045,0,0,0,0,4159,Honda,First party,17-02-2013,MH 4 WQ 9040
5916,9279536010,848505660318797,2016,Renewal,27179,0,320,0,0,4489,Maruti,First party,03-01-2014,MH 4 ZN 6504
5921,9342927222,927958091752014,2016,New,20003,0,0,0,0,4356,Others,First party,25-04-2014,MH 6 FH 3091
5935,9257685455,915095211227046,2016,Renewal,29009,0,224,0,0,4214,Maruti,First party,22-07-2013,MH 3 PV 6977
5938,9259935543,919765200243978,2016,New,26818,0,233,0,0,4412,Mahindra,First party,28-04-2014,MH 2 KZ 7346
5940,9263128959,931778496599973,2016,Renewal,20995,0,0,0,0,4074,Maruti,First party,02-12-2012,MH 5 NC 2783
5941,9322564184,859062072825119,2016,New,28138,1314,0,0,0,4220,Honda,First party,15-10-2014,MH 5 NV 8369
5946,9339010192,936538821908060,2016,New,0,0,0,0,0,4485,Maruti,Third Party,23-03-2013,MH 6 DI 6005
5950,9303961563,871177477947298,2016,Renewal,23033,0,0,0,0,4320,Maruti,First party,22-09-2014,MH 1 ZH 3629
5955,9277136242,943333043513987,2016,Renewal,24512,0,0,0,0,4075,Honda,First party,30-12-2012,MH 2 PW 5302
5958,9330569750,900894788143705,2016,Renewal,23898,0,0,0,0,4404,Honda,First party,24-07-2012,MH 1 HW 5144
5963,9321998874,903141940234783,2016,New,24211,0,0,0,277,4413,Mahindra,First party,26-07-2014,MH 1 CP 6622
5965,9328228870,848776324091885,2016,New,29287,0,0,0,0,4232,Others,First party,14-05-2013,MH 8 SU 2709
5967,9326546960,892931166515324,2016,Renewal,20836,0,231,0,0,4116,Maruti,First party,03-04-2012,MH 1 HA 2483
5978,9341769824,868367754962451,2016,New,26171,1275,0,0,0,4497,Maruti,First party,10-05-2014,MH 3 VU 8542
5979,9295311807,907756368676082,2016,Renewal,22632,0,0,0,0,4293,Honda,First party,13-07-2013,MH 8 HR 8273
5988,9277278222,860824931817951,2016,New,25518,0,0,0,0,4362,Honda,First party,17-04-2013,MH 3 DQ 3782
5999,9333217901,850568664490788,2016,New,24399,0,0,0,0,4025,Mahindra,First party,15-05-2014,MH 4 YI 6184
6004,9345516806,894488047713899,2016,New,28682,1226,0,0,0,4172,Maruti,First party,08-12-2013,MH 4 GE 3210
6005,9270521961,904136227427950,2016,Renewal,27380,0,0,0,0,4033,Maruti,First party,08-12-2013,MH 7 MQ 3756
6011,9312253360,941166730870221,2016,Renewal,28378,1293,0,0,327,4155,Hyundai,First party,18-09-2012,MH 6 TG 9563
6017,9330268655,914096616156966,2016,New,0,0,0,0,0,4106,Honda,Third Party,08-03-2014,MH 2 BR 5537
6021,9311931844,885363923415219,2016,Renewal,26433,0,0,0,0,4157,Honda,First party,12-12-2014,MH 3 YS 7945
6022,9337702306,848985187677250,2016,Renewal,26466,0,0,0,0,4080,Honda,First party,28-10-2013,MH 8 AG 7396
6025,9302232249,946250503679747,2016,New,24954,0,0,0,0,4213,Honda,First party,17-10-2012,MH 2 VV 6068
6028,9323919616,947687802868025,2016,New,21534,0,0,0,0,4204,Honda,First party,10-07-2013,MH 1 UV 8058
6032,9268258869,850786394151297,2016,New,22220,0,0,0,0,4454,Maruti,First party,30-05-2014,MH 5 HN 7094
6034,9274387214,874025693854725,2016,Renewal,22729,1241,0,0,0,4127,Hyundai,First party,03-02-2014,MH 3 GE 4667
6036,9315565273,864978168043555,2016,New,21611,0,0,0,0,4120,Maruti,First party,21-10-2012,MH 2 TL 8541
6038,9295104268,947306110238992,2016,New,0,0,0,0,0,4305,Maruti,Third Party,15-02-2013,MH 3 LZ 8687
6039,9317396921,890617614996307,2016,New,0,0,0,0,0,4302,Hyundai,Third Party,21-08-2014,MH 5 RK 5249
6047,9295619856,865674050367854,2016,Renewal,27143,0,0,0,0,4402,Maruti,First party,31-07-2013,MH 8 AV 5407
6050,9293297432,898274815401676,2016,New,24020,0,0,0,0,4234,Maruti,First party,11-05-2012,MH 4 KJ 5018
6054,9311472078,901815701956120,2016,New,26797,0,291,184,0,4267,Mahindra,First party,07-04-2014,MH 3 LM 3715
6062,9280770510,873566121486627,2016,Renewal,0,0,0,0,0,4318,Honda,Third Party,15-01-2013,MH 4 QA 7183
6063,9281130759,861686313609336,2016,New,27905,0,0,0,0,4233,Hyundai,First party,09-11-2014,MH 6 DS 5906
6064,9283627688,944345660056484,2016,Renewal,21460,0,0,0,0,4217,Others,First party,08-02-2014,MH 7 EF 9276
6065,9336600760,909853416921240,2016,Renewal,0,0,0,0,0,4491,Others,Third Party,09-04-2013,MH 2 PS 7583
6068,9323119742,884378344266697,2016,New,24033,0,0,0,0,4340,Maruti,First party,16-03-2014,MH 1 WF 3685
6069,9301029472,940070825565043,2016,Renewal,21049,0,0,0,0,4463,Hyundai,First party,13-05-2013,MH 3 TR 9516
6080,9293754042,930097966619987,2016,Renewal,0,0,0,0,0,4017,Mahindra,Third Party,13-12-2014,MH 4 XH 8477
6084,9320462525,886234644282334,2016,New,0,0,0,0,0,4244,Honda,Third Party,23-07-2013,MH 2 EQ 8403
6087,9291215680,901025851934481,2016,Renewal,20781,0,0,0,0,4455,Hyundai,First party,23-05-2013,MH 5 WL 6628
