Policy_num,mobile_num,TxnID,Year,Type,Base_Premium,No_Claim_bonus_discount,road_side_assistence_addon,Tyre_addon,Electronic_addon,thirt_party_liablity_premium,Manufaturer,Party_type,registration_date,Car_number
5180,9268092880,866856846239969,2019,Renewal,23460,0,290,0,0,4146,Hyundai,First party,17-09-2014,MH 1 MI 8046
5186,9328654959,945752325416156,2019,Renewal,20840,0,313,0,0,4255,Mahindra,First party,23-07-2013,MH 1 LC 6578
5187,9332298109,852758888066908,2019,New,27125,0,0,0,0,4164,Others,First party,22-10-2014,MH 5 PM 7748
5193,9344851568,909050037067059,2019,New,21213,0,292,0,0,4027,Maruti,First party,09-01-2013,MH 4 KY 4762
5194,9305921317,921270680403448,2019,Renewal,21172,0,0,0,0,4359,Hyundai,First party,23-07-2014,MH 2 RD 2772
5209,9313029035,939776565363664,2019,New,23421,0,0,0,0,4364,Hyundai,First party,14-08-2012,MH 7 RJ 4575
5211,9311502560,890767760288041,2019,New,24761,0,0,0,0,4488,Honda,First party,18-10-2013,MH 6 ME 4883
5214,9260163538,927193003610804,2019,New,0,0,0,0,0,4143,Maruti,Third Party,06-08-2012,MH 8 BH 2374
5217,9299386602,861390536850985,2019,New,0,0,0,0,0,4495,Hyundai,Third Party,29-03-2014,MH 5 DU 5479
5219,9311653582,852735976595900,2019,New,29013,0,252,0,0,4030,Maruti,First party,16-10-2012,MH 5 OC 3486
5222,9294048387,920800113743380,2019,Renewal,22280,0,0,0,0,4231,Maruti,First party,11-02-2014,MH 6 AC 3617
5226,9273792816,867294410016785,2019,New,0,0,0,0,0,4240,Honda,Third Party,03-07-2012,MH 7 HI 6570
5227,9340035764,862411945141327,2019,Renewal,0,0,0,0,0,4121,Honda,Third Party,06-09-2014,MH 4 FY 3123
5228,9308697777,908556867762149,2019,Renewal,23207,0,0,0,0,4057,Others,First party,26-05-2013,MH 5 FL 8323
5235,9274009686,915862069829326,2019,Renewal,29830,0,0,0,0,4278,Honda,First party,15-05-2013,MH 1 LH 6523
5244,9289834218,849277338264249,2019,New,27876,0,0,0,0,4387,Others,First party,12-10-2013,MH 4 RK 4538
5249,9331017000,906148950402984,2019,Renewal,28164,0,0,0,0,4116,Honda,First party,14-03-2013,MH 4 DW 6358
5250,9320749312,879245462033836,2019,New,23331,0,0,0,0,4030,Maruti,First party,16-09-2012,MH 6 QV 8947
5253,9338802481,924658854018215,2019,Renewal,25307,0,0,0,0,4018,Hyundai,First party,16-03-2014,MH 7 EO 6488
5261,9312361281,890341645197026,2019,New,27967,0,0,0,0,4176,Hyundai,First party,31-07-2014,MH 7 CX 6043
5264,9338129775,866959191582238,2019,Renewal,0,0,0,0,0,4319,Others,Third Party,04-09-2012,MH 2 WL 4709
5270,9311478198,868560393222970,2019,New,0,0,0,0,0,4430,Maruti,Third Party,13-09-2012,MH 2 YB 5305
5275,9311195032,859547013595753,2019,Renewal,29326,0,0,0,0,4223,Honda,First party,19-12-2014,MH 2 GW 5964
5277,9274154710,912477895083470,2019,Renewal,26882,0,0,0,0,4024,Hyundai,First party,11-03-2014,MH 1 HU 6286
5287,9281757266,870505070556405,2019,Renewal,27462,0,369,0,262,4189,Hyundai,First party,14-12-2014,MH 4 ED 6792
5288,9285098957,890438958109887,2019,Renewal,26295,0,0,0,0,4268,Hyundai,First party,25-11-2013,MH 7 ZS 8460
5293,9308130319,888403019498545,2019,Renewal,0,0,0,0,0,4288,Honda,Third Party,09-09-2014,MH 2 HP 4272
5297,9339913301,904748690058347,2019,Renewal,24164,0,224,180,280,4048,Honda,First party,15-01-2014,MH 4 SB 8032
5312,9276979441,922113714930606,2019,New,23108,0,0,0,0,4201,Maruti,First party,27-12-2012,MH 7 FU 2664
5320,9293877079,863095299809203,2019,Renewal,24483,0,0,0,0,4002,Honda,First party,22-12-2014,MH 2 OV 4640
5322,9302004926,935455998401985,2019,New,0,0,0,0,0,4049,Maruti,Third Party,24-01-2014,MH 2 KV 5780
5328,9284642399,921552076108195,2019,Renewal,23749,1339,0,0,0,4423,Honda,First party,27-04-2013,MH 7 OL 6694
5339,9261242127,908866642259267,2019,Renewal,27379,0,0,0,0,4479,Hyundai,First party,31-07-2014,MH 8 LK 8099
5340,9284424902,948192382188634,2019,Renewal,21877,0,0,0,0,4226,Maruti,First party,29-10-2012,MH 6 DX 7132
5352,9317322529,933313856578278,2019,New,29968,0,0,0,0,4315,Mahindra,First party,27-03-2013,MH 3 LM 9738
5357,9324596913,936237286958972,2019,Renewal,0,0,0,0,0,4265,Others,Third Party,05-06-2012,MH 5 XD 4059
5363,9315302228,946132390138627,2019,New,22121,0,220,0,0,4192,Honda,First party,01-10-2012,MH 7 ID 8424
5368,9265267667,930226520718590,2019,Renewal,22070,0,0,0,0,4051,Hyundai,First party,21-09-2012,MH 3 EY 5544
5373,9298767139,926985548390095,2019,New,25884,0,0,0,0,4302,Mahindra,First party,10-06-2012,MH 3 ZQ 2791
5374,9276929766,937246388388172,2019,Renewal,0,0,0,0,0,4005,Maruti,Third Party,01-04-2012,MH 4 FR 7876
5375,9329129265,916530105210585,2019,New,21137,1223,343,0,0,4342,Maruti,First party,19-07-2013,MH 6 IY 6409
5377,9305951601,921476400468811,2019,Renewal,23822,0,0,0,0,4311,Honda,First party,17-10-2014,MH 5 WR 8729
5378,9330969969,938000748729460,2019,Renewal,26065,0,202,0,0,4418,Maruti,First party,04-11-2013,MH 3 BF 6320
5382,9314590794,939232796704447,2019,New,0,0,0,0,0,4201,Maruti,Third Party,09-09-2013,MH 4 JZ 8776
5383,9276913846,933665519841979,2019,Renewal,25209,0,290,0,0,4176,Mahindra,First party,21-04-2013,MH 3 KV 9418
5384,9290095284,900368582760166,2019,New,21568,0,0,0,0,4349,Mahindra,First party,09-10-2014,MH 2 XM 6528
5386,9301908591,947471498895805,2019,Renewal,0,0,0,0,0,4298,Honda,Third Party,20-10-2012,MH 6 MN 6474
5389,9307445206,897497166308327,2019,New,20289,0,0,0,0,4186,Mahindra,First party,16-02-2014,MH 3 IL 3760
5391,9343914158,880088473095739,2019,New,23492,0,0,0,0,4431,Others,First party,19-02-2013,MH 8 EW 8152
5396,9276420158,927979926861737,2019,Renewal,27735,0,335,0,0,4193,Maruti,First party,05-12-2013,MH 1 FT 2524
5407,9307020855,883709214192262,2019,Renewal,20618,0,0,0,0,4311,Maruti,First party,26-10-2012,MH 7 TP 5475
5409,9300697553,878590899696334,2019,New,20015,0,0,0,0,4067,Maruti,First party,02-04-2012,MH 4 MM 8521
5414,9326136132,925664370248867,2019,Renewal,29299,0,0,0,0,4160,Maruti,First party,19-06-2013,MH 5 KX 5013
5421,9262847428,861195314418065,2019,Renewal,28947,0,0,0,344,4002,Honda,First party,18-10-2012,MH 2 ST 3526
5425,9324081579,942794199991400,2019,New,27374,0,0,0,0,4191,Honda,First party,27-07-2012,MH 1 MA 8379
5432,9340559254,932807437773210,2019,Renewal,22080,0,0,0,0,4119,Others,First party,12-06-2013,MH 1 TT 3267
5433,9271717361,896154679767654,2019,Renewal,0,0,0,0,0,4318,Maruti,Third Party,06-07-2013,MH 3 XW 6277
5435,9277326723,926693501174438,2019,New,25081,0,0,0,0,4361,Mahindra,First party,15-08-2013,MH 2 KW 5451
5436,9300873397,886562776101733,2019,Renewal,27153,0,0,0,0,4025,Maruti,First party,15-09-2013,MH 8 BI 2894
5439,9322829994,897007702909063,2019,Renewal,28332,0,333,0,0,4417,Hyundai,First party,02-08-2013,MH 6 SG 7599
5440,9308667180,894120542376567,2019,New,21768,0,0,0,0,4072,Others,First party,03-04-2014,MH 8 HD 5921
5449,9291818288,864015580880667,2019,New,24459,0,0,0,0,4392,Maruti,First party,20-06-2013,MH 5 WS 4523
5456,9287586191,947493338026231,2019,Renewal,23642,0,392,0,0,4278,Hyundai,First party,01-09-2013,MH 1 CJ 9489
5460,9283914356,907156311564629,2019,Renewal,0,0,0,0,0,4253,Hyundai,Third Party,10-05-2013,MH 6 XL 6534
5464,9282306857,851747133853689,2019,New,0,0,0,0,0,4144,Mahindra,Third Party,24-05-2012,MH 6 FS 4842
5466,9284004026,874731705044588,2019,Renewal,24768,0,214,0,349,4146,Maruti,First party,16-10-2013,MH 5 XV 3102
5475,9302077180,903183592634953,2019,Renewal,26844,0,0,0,0,4067,Hyundai,First party,11-01-2014,MH 3 RI 2458
5480,9324494138,897567870787753,2019,New,26442,0,0,0,0,4283,Honda,First party,22-09-2013,MH 1 XE 5149
5484,9328359552,874442985981880,2019,Renewal,26589,0,0,205,0,4225,Maruti,First party,11-10-2012,MH 7 QR 3900
5498,9294175651,921582067645357,2019,New,25334,0,0,0,0,4479,Honda,First party,15-07-2014,MH 7 RZ 7262
5505,9314706039,874710059595938,2019,Renewal,23905,0,0,0,0,4139,Maruti,First party,23-06-2014,MH 5 LZ 5141
5512,9309570848,879288876574420,2019,Renewal,21407,0,0,0,0,4485,Hyundai,First party,10-04-2014,MH 8 FW 3656
5515,9319562420,944040786559215,2019,Renewal,27115,0,0,0,0,4328,Hyundai,First party,01-04-2013,MH 6 CU 6879
5540,9297575047,947735729973782,2019,New,27159,0,320,0,338,4456,Maruti,First party,13-07-2012,MH 7 OW 5141
5552,9297250414,890566648476552,2019,Renewal,26057,0,0,0,299,4464,Honda,First party,20-11-2014,MH 4 CK 3601
5558,9320457021,902015525417879,2019,New,24169,0,0,0,0,4436,Honda,First party,11-05-2014,MH 4 EJ 8422
5561,9285253426,904476719027393,2019,New,25212,0,0,0,0,4287,Honda,First party,04-10-2013,MH 7 RW 2807
5569,9329522897,850795201427529,2019,New,28009,0,0,0,0,4464,Honda,First party,04-04-2012,MH 1 CW 4410
5581,9272018846,853806660849182,2019,Renewal,0,0,0,0,0,4452,Mahindra,Third Party,24-03-2013,MH 4 CN 6677
5583,9307534822,906013543528905,2019,Renewal,27524,0,0,0,0,4391,Maruti,First party,26-05-2012,MH 2 CP 6477
5584,9265788708,886216677726187,2019,New,26190,0,0,0,0,4045,Hyundai,First party,27-04-2014,MH 4 VL 7161
5585,9264153517,928784202226899,2019,New,25867,0,391,0,0,4398,Mahindra,First party,21-12-2014,MH 1 GM 2574
5586,9318337266,875226851567512,2019,Renewal,28252,0,0,155,0,4195,Others,First party,11-08-2012,MH 3 RW 8506
5591,9319818642,890813355920623,2019,New,27228,0,0,0,0,4101,Maruti,First party,15-07-2012,MH 8 QV 6759
5595,9267821808,888007869764075,2019,New,23816,1226,0,0,348,4455,Maruti,First party,14-02-2014,MH 8 LO 9075
5596,9294587335,871266229473668,2019,New,20194,0,0,0,0,4020,Maruti,First party,06-08-2012,MH 6 PC 6656
5597,9315918282,905834399924775,2019,New,0,0,0,0,0,4309,Mahindra,Third Party,08-01-2013,MH 1 ME 2810
5603,9328694795,919635654102392,2019,New,0,0,0,0,0,4178,Hyundai,Third Party,20-06-2014,MH 8 SA 7431
5604,9282179610,887143973628510,2019,Renewal,28929,0,0,0,0,4247,Hyundai,First party,02-10-2012,MH 6 YY 6801
5610,9305911515,922297688298534,2019,New,24970,0,0,0,305,4002,Mahindra,First party,06-10-2013,MH 6 QN 8037
5613,9279578805,929610541737697,2019,Renewal,0,0,0,0,0,4142,Others,Third Party,16-02-2014,MH 3 HP 9152
5617,9319659706,889049514683656,2019,New,27586,0,326,0,0,4111,Maruti,First party,18-09-2014,MH 8 FW 3086
5632,9330768358,929447022083410,2019,Renewal,25050,0,376,0,0,4124,Others,First party,19-04-2014,MH 6 PH 6433
5635,9281767698,912857169984165,2019,New,28022,0,0,0,0,4220,Mahindra,First party,16-12-2012,MH 6 IP 2840
5637,9321890790,898379081031971,2019,New,27419,0,0,0,0,4392,Honda,First party,05-01-2013,MH 4 DI 8158
5643,9297104912,861273495430504,2019,Renewal,22707,0,0,0,0,4488,Mahindra,First party,06-07-2013,MH 3 PE 2833
5645,9332276060,862559673446620,2019,New,25762,1267,0,0,0,4253,Honda,First party,26-01-2013,MH 1 GK 3837
5647,9319217084,947646451827574,2019,Renewal,26400,0,0,0,279,4003,Others,First party,05-06-2012,MH 2 VK 8518
5659,9322268710,854805350283685,2019,Renewal,0,0,0,0,0,4418,Mahindra,Third Party,05-12-2013,MH 7 CD 3418
5660,9263706754,854219623355493,2019,Renewal,24525,0,224,0,0,4306,Hyundai,First party,07-10-2013,MH 6 IE 8560
5663,9321820595,886613200761107,2019,Renewal,27665,0,0,0,0,4131,Maruti,First party,17-07-2014,MH 8 CG 4304
5664,9266828581,865901646612351,2019,New,24296,1256,0,0,0,4002,Mahindra,First party,04-08-2014,MH 1 TS 3800
5674,9307666387,883732589643796,2019,New,23362,0,0,0,0,4375,Maruti,First party,12-07-2014,MH 3 WQ 7469
5675,9295279793,931175809268536,2019,Renewal,27140,0,0,0,0,4348,Maruti,First party,27-07-2013,MH 4 NJ 8996
5677,9340822775,878346159991754,2019,Renewal,20865,0,0,0,0,4337,Honda,First party,21-09-2014,MH 3 LQ 8502
5680,9279407059,875148809636114,2019,New,0,0,0,0,0,4098,Others,Third Party,18-06-2012,MH 5 OO 6489
5686,9286561922,908209724002762,2019,Renewal,26763,0,374,0,0,4289,Maruti,First party,29-06-2014,MH 1 LO 6576
5707,9276995614,855399931017042,2019,Renewal,22031,0,0,0,0,4064,Maruti,First party,28-12-2013,MH 6 CZ 4510
5710,9271591370,914474341212727,2019,New,29078,0,0,0,0,4072,Others,First party,12-08-2012,MH 6 FC 8720
5712,9322901481,873430871778636,2019,Renewal,22197,0,0,0,0,4387,Mahindra,First party,10-07-2013,MH 4 KC 3995
5715,9275903995,931615417995053,2019,Renewal,22575,0,0,0,0,4435,Others,First party,10-10-2012,MH 7 LU 8328
5717,9263108980,900948062115353,2019,Renewal,21598,0,0,165,0,4293,Maruti,First party,19-08-2012,MH 4 NO 3586
5722,9344565797,878301436204535,2019,Renewal,21176,0,0,0,0,4017,Honda,First party,02-12-2013,MH 5 FI 8454
5727,9335843979,924910539442824,2019,Renewal,28226,0,0,0,0,4188,Mahindra,First party,28-07-2013,MH 6 RO 7006
5737,9325641815,887810588683214,2019,Renewal,23990,0,284,0,0,4062,Mahindra,First party,08-09-2014,MH 5 OF 7239
5738,9296422443,921184873292871,2019,Renewal,20971,0,0,0,0,4058,Others,First party,03-09-2014,MH 7 RU 2914
5746,9328993432,891540595822532,2019,New,21497,0,0,0,0,4104,Hyundai,First party,18-07-2012,MH 7 PP 7154
5749,9292477896,882804890299630,2019,Renewal,20657,0,0,0,0,4002,Hyundai,First party,19-09-2012,MH 3 CM 6930
5752,9270372594,876618937995506,2019,New,0,0,0,0,0,4201,Maruti,Third Party,02-07-2012,MH 8 LF 7387
5760,9320647116,889087140182122,2019,Renewal,0,0,0,0,0,4305,Mahindra,Third Party,15-07-2013,MH 6 ON 9495
5765,9257502683,928004730621569,2019,New,27478,0,0,0,0,4289,Hyundai,First party,19-12-2012,MH 5 OA 8591
5770,9275045963,850043223606677,2019,New,28243,0,322,0,0,4380,Honda,First party,11-02-2013,MH 6 OA 3399
5774,9277225532,870611987434865,2019,Renewal,0,0,0,0,0,4308,Mahindra,Third Party,22-06-2014,MH 5 MT 5065
5776,9338659150,880083113671643,2019,New,0,0,0,0,0,4495,Hyundai,Third Party,04-10-2012,MH 3 MA 5417
5782,9298576245,885736006241524,2019,New,0,0,0,0,0,4299,Hyundai,Third Party,19-09-2013,MH 5 OX 7880
5788,9321248469,904840161196911,2019,New,0,0,0,0,0,4216,Honda,Third Party,19-10-2013,MH 8 PI 4362
5794,9267382111,867946473515903,2019,New,20659,0,0,0,307,4450,Maruti,First party,24-08-2013,MH 5 CE 7814
5798,9323092835,947330451393580,2019,Renewal,24968,0,0,0,0,4412,Maruti,First party,28-07-2013,MH 1 HB 9678
5800,9329681958,937786624544800,2019,New,27358,0,0,0,0,4395,Honda,First party,02-04-2013,MH 7 BC 3360
5810,9336237543,881112262103431,2019,Renewal,23925,0,0,245,0,4314,Honda,First party,30-06-2014,MH 1 DX 9152
5811,9263797129,916749152051999,2019,New,20168,0,0,0,0,4080,Maruti,First party,03-12-2014,MH 6 LY 2372
5822,9302424263,929801241907752,2019,Renewal,0,0,0,0,0,4478,Hyundai,Third Party,22-10-2014,MH 2 ZS 4741
5826,9340879532,946248178746544,2019,New,26952,0,0,0,0,4382,Hyundai,First party,24-10-2013,MH 2 FR 5245
5827,9273185246,944836556452833,2019,Renewal,25221,0,247,0,0,4249,Honda,First party,24-09-2012,MH 1 KC 8755
5830,9305383109,943613744216126,2019,Renewal,24776,0,0,0,0,4120,Maruti,First party,24-09-2012,MH 6 PB 3177
5846,9292780846,884204785617410,2019,New,0,0,0,0,0,4089,Mahindra,Third Party,28-12-2013,MH 7 LU 2403
5847,9313866786,856797619740061,2019,Renewal,25699,0,0,0,0,4201,Hyundai,First party,17-05-2014,MH 8 QE 4986
5861,9333037996,876966994938522,2019,New,0,0,0,0,0,4299,Hyundai,Third Party,16-11-2014,MH 8 UT 9498
5862,9283910048,855557378060045,2019,New,27487,0,0,0,0,4276,Others,First party,14-01-2013,MH 5 RA 4703
5863,9286295041,922854643321062,2019,New,28546,0,0,0,0,4015,Mahindra,First party,09-09-2012,MH 7 LZ 3703
5868,9330269825,923364096470594,2019,Renewal,27608,0,0,0,0,4027,Mahindra,First party,16-05-2014,MH 8 PB 6236
5883,9269970607,921106823808695,2019,Renewal,0,0,0,0,0,4483,Hyundai,Third Party,19-03-2014,MH 7 EK 8631
5892,9335820616,868729330695553,2019,New,24465,0,0,0,0,4396,Maruti,First party,28-04-2012,MH 5 WR 2830
5906,9290376468,868180145989715,2019,Renewal,29474,0,0,0,0,4365,Hyundai,First party,22-12-2014,MH 7 LG 4151
5913,9344172816,903171271291210,2019,New,25079,1281,387,0,0,4473,Others,First party,08-11-2013,MH 1 MA 8212
5914,9270302667,864097270735351,2019,New,20657,0,305,0,350,4500,Honda,First party,09-11-2012,MH 3 AY 8084
5915,9258617820,927591650832723,2019,Renewal,22277,0,0,0,0,4344,Hyundai,First party,09-06-2014,MH 8 KE 3276
5917,9279860340,874581738452428,2019,New,25266,1261,0,0,0,4353,Honda,First party,28-06-2013,MH 1 QB 8209
5920,9300221808,899912043525624,2019,New,28419,1241,0,0,0,4477,Maruti,First party,03-09-2012,MH 1 UB 5234
5928,9268271520,902927798938999,2019,New,20063,0,0,0,0,4301,Maruti,First party,23-07-2013,MH 5 KC 2726
5929,9342581283,914005489331918,2019,Renewal,0,0,0,0,0,4437,Honda,Third Party,14-07-2013,MH 7 TR 9464
5945,9279234468,881388355144735,2019,Renewal,0,0,0,0,0,4175,Honda,Third Party,01-08-2013,MH 3 CO 5386
5953,9331812177,895732721101562,2019,New,0,0,0,0,0,4325,Mahindra,Third Party,03-07-2013,MH 6 MW 4519
5954,9326854547,891917800372527,2019,Renewal,28418,1235,0,0,0,4045,Others,First party,15-11-2012,MH 4 OG 7738
5956,9296302508,918817314195460,2019,New,0,0,0,0,0,4324,Maruti,Third Party,16-01-2014,MH 1 HF 4893
5957,9343362966,896932460204289,2019,Renewal,28595,0,0,0,0,4034,Honda,First party,11-07-2014,MH 8 CZ 4369
5961,9299303259,891911592381487,2019,New,22868,1326,0,0,0,4117,Hyundai,First party,10-12-2012,MH 1 BQ 5438
5968,9257072333,855920939769442,2019,Renewal,23800,0,0,244,0,4201,Honda,First party,26-11-2014,MH 2 YL 8546
5969,9326796750,892831434002206,2019,New,25788,0,0,0,0,4023,Honda,First party,19-10-2013,MH 2 XJ 6528
5973,9291425927,920038758163046,2019,Renewal,23829,0,0,0,345,4063,Maruti,First party,14-02-2013,MH 5 HT 9483
5975,9261738962,945499083175516,2019,New,0,0,0,0,0,4095,Maruti,Third Party,28-10-2013,MH 8 QR 7406
5976,9278971806,929294818917038,2019,New,22191,0,0,0,253,4487,Hyundai,First party,20-04-2013,MH 2 BL 5879
5980,9314216279,914864110712768,2019,New,23292,0,0,0,0,4190,Others,First party,07-11-2013,MH 4 JF 8849
5981,9295472735,932940662501182,2019,Renewal,26849,0,0,0,0,4243,Maruti,First party,18-03-2013,MH 4 RS 2752
5987,9321539251,922750200168473,2019,Renewal,22637,0,0,0,0,4383,Maruti,First party,05-02-2014,MH 6 AX 9011
5989,9265508451,896070107977443,2019,Renewal,0,0,0,0,0,4212,Hyundai,Third Party,22-11-2014,MH 7 CS 6063
5994,9326571294,882874422480142,2019,Renewal,25131,0,0,0,307,4143,Others,First party,24-07-2014,MH 5 VF 3488
5996,9283337473,921400241820361,2019,New,22965,0,0,0,0,4164,Maruti,First party,21-04-2014,MH 8 MS 7492
5997,9314147753,932344897768540,2019,New,28494,0,287,0,0,4353,Maruti,First party,31-08-2014,MH 7 DZ 8262
6008,9287163239,848524863808860,2019,New,23630,0,209,0,0,4454,Maruti,First party,08-07-2014,MH 3 HY 9742
6010,9344414815,869878182037364,2019,New,20919,0,0,0,0,4228,Maruti,First party,16-06-2013,MH 3 EB 4634
6012,9267879341,849233766442767,2019,Renewal,29520,0,304,0,0,4328,Mahindra,First party,11-09-2012,MH 1 XE 6171
6033,9264845166,869685941046193,2019,Renewal,23580,0,0,0,336,4361,Honda,First party,12-10-2012,MH 4 ZK 4289
6042,9259384833,943315301170819,2019,New,20353,1260,0,0,0,4077,Maruti,First party,22-09-2013,MH 2 EJ 6893
6044,9316332841,928133913601222,2019,New,28667,0,0,0,0,4299,Mahindra,First party,18-02-2013,MH 3 VT 2519
6045,9296691344,894979340710356,2019,New,29257,0,0,0,0,4008,Hyundai,First party,25-06-2013,MH 7 ZE 8361
6058,9292867199,947604244384782,2019,New,29043,0,0,0,0,4339,Maruti,First party,22-07-2013,MH 4 QG 3522
6079,9268778762,936958147427327,2019,Renewal,24506,0,266,0,0,4499,Others,First party,23-04-2014,MH 7 VM 2812
6097,9295161511,922656485741301,2019,New,27961,0,363,0,267,4444,Maruti,First party,18-11-2012,MH 8 AE 7135
6105,9286393541,931658171930410,2019,Renewal,20497,0,0,161,0,4242,Honda,First party,16-03-2013,MH 1 YL 4927
6107,9331661513,872817378394222,2019,Renewal,0,0,0,0,0,4022,Maruti,Third Party,10-07-2014,MH 7 DT 4150
6123,9336922644,933266182365941,2019,New,22130,0,288,0,0,4350,Honda,First party,09-11-2012,MH 4 VQ 4896
6124,9328337083,850103220916017,2019,New,27927,0,0,0,0,4025,Honda,First party,11-04-2013,MH 1 NW 8567
6132,9308743142,933951648979167,2019,Renewal,29008,0,337,0,0,4151,Maruti,First party,04-08-2013,MH 2 AC 8348
6143,9334441853,905936856774567,2019,Renewal,27953,0,0,0,0,4105,Maruti,First party,23-07-2012,MH 6 QN 9669
6144,9270362845,899285378631920,2019,New,23992,0,0,0,0,4130,Hyundai,First party,16-03-2013,MH 2 NI 5101
6145,9304684430,867518529608650,2019,New,28138,0,0,218,0,4327,Hyundai,First party,14-06-2014,MH 6 VU 4863
6163,9318979534,923648466433179,2019,Renewal,0,0,0,0,0,4039,Hyundai,Third Party,21-12-2014,MH 3 VN 7539
6166,9290560405,865318416115393,2019,Renewal,21352,1246,0,0,0,4284,Hyundai,First party,02-12-2012,MH 4 EE 4662
6189,9270487289,934764665832663,2019,New,22191,1348,0,0,0,4239,Maruti,First party,10-07-2013,MH 8 GW 7268
