Policy_num,mobile_num,TxnID,Year,Type,Base_Premium,No_Claim_bonus_discount,road_side_assistence_addon,Tyre_addon,Electronic_addon,thirt_party_liablity_premium,Manufaturer,Party_type,registration_date,Car_number
5060,9293436693,895795100563304,2017,Renewal,0,0,0,0,0,4425,Maruti,Third Party,16-01-2014,MH 6 BD 8662
5064,9271084835,887431178453062,2017,Renewal,25470,0,0,0,0,4325,Hyundai,First party,14-06-2014,MH 5 PF 5415
5066,9330379264,875578215517776,2017,New,27440,0,0,0,0,4378,Maruti,First party,08-03-2014,MH 4 XH 6314
5074,9304430158,911957478678922,2017,New,20704,0,0,0,0,4272,Honda,First party,16-06-2012,MH 6 NI 5078
5077,9311981082,865704176283938,2017,Renewal,29863,0,0,0,0,4178,Others,First party,22-03-2014,MH 6 EX 5087
5079,9288777781,891797013815880,2017,New,0,0,0,0,0,4150,Hyundai,Third Party,17-06-2013,MH 2 WE 2861
5080,9275618464,895564104232508,2017,New,22475,0,0,0,0,4276,Hyundai,First party,15-03-2013,MH 1 FU 3017
5084,9263372899,941456563221047,2017,New,25991,0,0,204,0,4424,Others,First party,05-11-2013,MH 6 MF 4113
5085,9300452438,939193694792614,2017,Renewal,24717,0,0,0,347,4373,Honda,First party,04-05-2013,MH 5 GM 7240
5094,9333357659,860974704920552,2017,Renewal,0,0,0,0,0,4108,Honda,Third Party,03-07-2014,MH 1 BG 6679
5099,9277021027,943286195806477,2017,Renewal,25539,0,0,0,0,4308,Honda,First party,20-05-2014,MH 6 IN 9349
5102,9336594357,900990283728280,2017,Renewal,21004,0,0,245,346,4304,Others,First party,07-02-2013,MH 8 DP 5856
5103,9334055218,943062613675861,2017,Renewal,27024,1376,0,0,305,4005,Hyundai,First party,15-06-2012,MH 4 FG 6528
5106,9305319044,854984106808764,2017,New,26446,0,356,0,0,4326,Hyundai,First party,05-01-2014,MH 4 RQ 6695
5131,9343699207,945501844254613,2017,Renewal,22242,0,200,0,0,4463,Maruti,First party,04-09-2013,MH 4 EN 2848
5139,9342114830,930321134385143,2017,Renewal,22379,0,0,162,0,4334,Honda,First party,08-01-2014,MH 7 KP 9080
5140,9302067358,937378424843385,2017,New,23687,0,0,0,0,4356,Maruti,First party,12-12-2014,MH 8 CC 5016
5142,9342034590,850889110662506,2017,New,20991,0,0,0,0,4175,Maruti,First party,13-02-2014,MH 1 KS 9083
5144,9298098338,879907898865986,2017,New,0,0,0,0,0,4087,Maruti,Third Party,19-10-2014,MH 1 MH 4466
5145,9342422964,939087584395481,2017,New,24673,0,0,183,0,4474,Maruti,First party,26-07-2013,MH 4 PK 7945
5156,9258590833,870986756705479,2017,Renewal,29366,0,0,0,0,4124,Honda,First party,17-03-2014,MH 2 GN 4635
5164,9339107105,915071543438722,2017,New,26840,0,0,0,0,4088,Hyundai,First party,11-12-2012,MH 7 SE 8548
5168,9282440070,948388221958363,2017,Renewal,25294,0,0,0,0,4417,Others,First party,23-09-2014,MH 7 OY 5989
5173,9313457948,857223118107019,2017,Renewal,22445,0,0,0,0,4384,Honda,First party,02-08-2014,MH 6 DD 5890
5175,9330510786,914220835496082,2017,Renewal,27315,0,0,0,0,4124,Maruti,First party,19-02-2013,MH 6 KF 8233
5188,9327831333,936877031737549,2017,Renewal,29663,0,225,0,0,4288,Maruti,First party,11-05-2012,MH 1 FS 6993
5190,9314494572,910212010286826,2017,Renewal,21561,1282,0,0,0,4170,Others,First party,29-06-2014,MH 7 XH 6878
5192,9300062215,904026862796814,2017,New,20478,0,0,0,0,4011,Hyundai,First party,04-12-2014,MH 6 XH 3033
5197,9273216616,853391523043432,2017,New,25144,0,340,0,0,4106,Others,First party,19-07-2014,MH 5 JM 4840
5199,9291504160,905855381011254,2017,New,25445,0,217,0,0,4246,Honda,First party,20-03-2013,MH 1 TO 8513
5200,9260820305,896985487925427,2017,Renewal,0,0,0,0,0,4480,Maruti,Third Party,30-07-2013,MH 2 HP 2425
5201,9316196022,884765870499751,2017,Renewal,20053,0,0,0,0,4129,Maruti,First party,31-10-2012,MH 7 LN 9834
5216,9273984449,865570156574938,2017,New,21896,1277,0,0,0,4376,Honda,First party,07-06-2014,MH 3 ZD 8449
5234,9319163686,879363659809336,2017,New,29797,0,0,0,0,4352,Honda,First party,23-09-2012,MH 8 WV 4737
5242,9344280403,857374090661741,2017,Renewal,0,0,0,0,0,4374,Others,Third Party,24-02-2014,MH 4 UN 4568
5251,9276937978,927897989681287,2017,Renewal,27939,0,0,0,0,4415,Honda,First party,21-12-2014,MH 3 HI 5785
5255,9306946616,897206116871329,2017,New,27649,1322,0,0,0,4243,Hyundai,First party,28-06-2012,MH 7 WR 9606
5260,9260164438,890504694101608,2017,New,26219,0,0,0,0,4046,Maruti,First party,14-10-2014,MH 4 HE 4442
5269,9291599288,914568779521229,2017,Renewal,24273,0,257,0,0,4082,Honda,First party,08-08-2012,MH 7 ME 9377
5273,9323267190,853163175642780,2017,New,21664,0,0,0,0,4180,Others,First party,14-11-2014,MH 8 RD 7290
5276,9288720920,870404585240225,2017,New,25440,0,0,0,0,4129,Others,First party,02-11-2013,MH 1 MS 6011
5281,9302227458,914675922582212,2017,Renewal,20587,0,0,0,0,4449,Hyundai,First party,24-09-2013,MH 5 PC 2939
5284,9338463237,859715091234214,2017,Renewal,22003,0,0,0,0,4075,Hyundai,First party,25-11-2013,MH 2 LJ 5109
5292,9315843361,938216813613404,2017,New,0,0,0,0,0,4172,Honda,Third Party,07-06-2014,MH 3 EH 9279
5294,9261385349,924191771724827,2017,Renewal,26410,0,0,0,0,4214,Mahindra,First party,21-04-2012,MH 2 AP 6821
5295,9262646609,858926841170792,2017,New,23172,0,0,0,0,4076,Others,First party,08-08-2013,MH 2 JP 3825
5296,9267171689,883567403705591,2017,Renewal,26190,1348,357,212,0,4452,Maruti,First party,15-09-2014,MH 3 BV 4381
5298,9279959016,913520443100782,2017,New,26258,0,0,0,0,4000,Honda,First party,25-12-2014,MH 6 WA 5608
5304,9304229241,948286438033895,2017,New,24219,0,0,0,0,4175,Hyundai,First party,26-05-2012,MH 3 PX 9081
5306,9331069687,856804137043946,2017,Renewal,23883,0,0,0,0,4087,Hyundai,First party,07-09-2013,MH 3 NW 4015
5308,9266929274,931626276883043,2017,New,29083,0,0,0,0,4261,Others,First party,03-08-2012,MH 4 LN 9170
5310,9300679483,908248915275383,2017,New,24576,0,0,0,0,4449,Others,First party,09-10-2013,MH 7 AU 9443
5313,9260468774,925280504649326,2017,Renewal,29033,1351,282,0,0,4394,Others,First party,05-05-2013,MH 3 LM 8122
5314,9262960910,863880722950330,2017,New,27443,0,360,0,0,4107,Others,First party,04-11-2014,MH 3 EY 2432
5315,9325806856,908029692141251,2017,Renewal,26325,0,0,0,0,4335,Hyundai,First party,17-08-2014,MH 3 VG 3388
5316,9280708691,849962597765566,2017,New,22811,0,0,0,0,4259,Hyundai,First party,21-03-2014,MH 1 RD 4836
5325,9318540824,903966770129127,2017,Renewal,24555,0,330,0,0,4485,Maruti,First party,20-09-2014,MH 3 QI 2514
5326,9257642209,943401343591778,2017,New,23288,0,0,0,0,4092,Honda,First party,13-04-2012,MH 1 KV 7689
5333,9294010712,913553834851827,2017,New,26773,0,0,0,0,4330,Others,First party,27-10-2012,MH 4 OT 8196
5338,9258362128,894118272005024,2017,Renewal,21363,0,0,0,0,4122,Hyundai,First party,02-01-2013,MH 8 JW 4235
5344,9283319206,859822278402989,2017,New,28761,1304,340,0,0,4317,Hyundai,First party,14-03-2013,MH 1 XA 5391
5355,9277944591,853588376428616,2017,New,27406,0,0,0,0,4342,Others,First party,26-06-2012,MH 3 AO 5529
5358,9343870463,882472707999764,2017,Renewal,26158,0,0,0,0,4413,Hyundai,First party,20-04-2013,MH 6 KP 9718
5360,9264382733,922719455760064,2017,New,23788,0,0,0,0,4271,Maruti,First party,19-10-2013,MH 4 AO 3044
5380,9338427092,919268886564671,2017,New,20797,0,0,0,0,4091,Maruti,First party,07-03-2013,MH 3 QK 7065
5397,9300938794,876259663164958,2017,Renewal,0,0,0,0,0,4495,Others,Third Party,24-02-2014,MH 8 UV 9780
5398,9328974748,875098967150652,2017,Renewal,23556,1360,0,0,0,4327,Maruti,First party,27-12-2014,MH 3 KJ 7363
5399,9270974824,943442980011173,2017,Renewal,21172,0,0,0,0,4046,Maruti,First party,09-05-2014,MH 5 UY 5159
5401,9286909222,937785068109321,2017,New,24418,1302,336,0,0,4320,Maruti,First party,16-05-2013,MH 8 UJ 3995
5413,9330918416,925658120747589,2017,Renewal,28380,0,0,0,0,4168,Honda,First party,29-10-2012,MH 8 TS 5470
5426,9339235894,868079453579539,2017,New,20134,0,0,0,0,4289,Maruti,First party,30-05-2014,MH 3 ZS 7827
5428,9263387919,925730608745707,2017,Renewal,27338,0,0,0,0,4296,Hyundai,First party,10-07-2013,MH 8 PS 8201
5441,9287687880,919240908124706,2017,New,23014,0,0,0,0,4447,Hyundai,First party,17-01-2014,MH 4 ST 6697
5450,9305070633,939318262612401,2017,New,24730,0,0,0,0,4356,Mahindra,First party,16-04-2014,MH 1 XJ 5229
5454,9300989716,908407307045995,2017,New,0,0,0,0,0,4181,Maruti,Third Party,27-03-2014,MH 7 CY 8025
5455,9292228623,940819067887309,2017,Renewal,0,0,0,0,0,4146,Hyundai,Third Party,13-09-2012,MH 1 XS 5600
5459,9294151694,881925936972570,2017,Renewal,26410,0,242,0,0,4297,Hyundai,First party,02-05-2014,MH 7 GI 8471
5463,9300172289,885831232980761,2017,Renewal,24190,1330,0,230,0,4473,Maruti,First party,04-05-2014,MH 5 LU 8408
5467,9327475878,861568785110690,2017,New,20057,0,0,0,0,4159,Honda,First party,29-07-2012,MH 4 XV 6704
5468,9299862601,895995030447189,2017,New,22703,0,0,0,0,4148,Maruti,First party,16-04-2013,MH 7 CW 6649
5469,9292171346,936150116838272,2017,Renewal,0,0,0,0,0,4499,Honda,Third Party,19-06-2013,MH 1 GJ 8043
5476,9279400017,907709028286538,2017,Renewal,21453,0,0,0,0,4232,Hyundai,First party,09-11-2013,MH 6 AM 5797
5477,9258079395,935210133253738,2017,New,23876,0,0,0,0,4104,Maruti,First party,30-09-2014,MH 8 OE 5670
5479,9263826708,928498425837350,2017,New,29744,0,0,0,0,4105,Others,First party,25-10-2012,MH 8 IG 9508
5481,9341829296,921249198504924,2017,Renewal,23587,0,0,0,0,4248,Honda,First party,02-04-2013,MH 5 YJ 5887
5489,9323522205,933101946292806,2017,Renewal,26143,0,0,0,0,4139,Mahindra,First party,03-08-2012,MH 4 QP 5247
5494,9327275556,928820574124536,2017,New,26931,0,0,0,0,4426,Mahindra,First party,08-07-2012,MH 7 VS 8112
5496,9278523706,860849359944575,2017,Renewal,21040,0,0,0,0,4028,Maruti,First party,11-11-2013,MH 3 PQ 3816
5499,9291286738,934424114163844,2017,Renewal,21834,1370,237,0,0,4339,Honda,First party,09-04-2014,MH 2 VZ 6622
5503,9276472229,857629042224750,2017,New,25838,0,0,0,0,4084,Maruti,First party,17-05-2014,MH 2 FQ 6529
5504,9312009676,870175920802365,2017,Renewal,24658,0,253,0,0,4349,Maruti,First party,20-05-2013,MH 3 KV 6930
5506,9317183905,916206794455183,2017,Renewal,20055,0,0,241,0,4465,Hyundai,First party,27-08-2012,MH 5 EJ 3745
5511,9306845244,881124574601120,2017,Renewal,27714,0,0,0,0,4179,Honda,First party,01-05-2012,MH 6 UN 5054
5522,9318398007,864806872855619,2017,New,23880,0,0,181,0,4231,Hyundai,First party,03-04-2012,MH 3 MV 6284
5525,9259876428,883853173620318,2017,New,20626,1277,0,0,0,4028,Honda,First party,21-08-2014,MH 4 TO 7875
5529,9298574125,934198178678124,2017,Renewal,23366,0,0,0,0,4303,Maruti,First party,29-09-2014,MH 4 QE 9766
5533,9339078254,895289649057658,2017,Renewal,0,0,0,0,0,4308,Honda,Third Party,26-05-2014,MH 7 OR 5061
5538,9305268432,921210203507872,2017,New,22865,0,0,0,0,4110,Honda,First party,16-12-2013,MH 4 NS 4631
5547,9337815406,856755506653162,2017,New,26333,0,0,0,0,4274,Maruti,First party,15-11-2013,MH 1 XN 6884
5551,9317409218,906371731437150,2017,New,26733,0,0,0,0,4122,Maruti,First party,20-09-2012,MH 8 PX 7232
5555,9344888263,937038114765001,2017,New,21657,0,0,0,0,4021,Honda,First party,16-07-2014,MH 8 JI 2385
5556,9298733517,859965394416732,2017,New,23711,0,0,0,0,4445,Honda,First party,22-12-2014,MH 5 RA 5632
5557,9283226920,892317266705548,2017,New,21647,0,0,0,0,4003,Honda,First party,13-05-2013,MH 3 OU 6347
5559,9312157821,878359747912996,2017,New,21521,0,211,0,0,4149,Maruti,First party,02-02-2013,MH 3 LQ 7682
5571,9282666505,860049029863284,2017,New,0,0,0,0,0,4458,Honda,Third Party,10-08-2014,MH 5 SN 7826
5572,9336921594,857997721005299,2017,New,29162,1225,0,0,0,4435,Mahindra,First party,24-09-2013,MH 3 YF 8930
5577,9324924626,878588768552629,2017,Renewal,21608,1372,0,0,0,4072,Hyundai,First party,11-09-2012,MH 3 DG 2850
5582,9257030853,868075555849592,2017,Renewal,25916,0,0,0,333,4220,Maruti,First party,04-12-2012,MH 7 FL 7265
5587,9330678647,929138069835728,2017,New,0,0,0,0,0,4494,Others,Third Party,16-10-2014,MH 4 PY 2549
5611,9338661134,939847938018738,2017,Renewal,29883,0,0,0,0,4276,Honda,First party,25-06-2012,MH 6 QF 6602
5614,9264857926,863508590621043,2017,Renewal,26579,0,339,0,0,4197,Honda,First party,23-11-2012,MH 6 FF 7646
5616,9313810080,915211466615088,2017,Renewal,28768,0,0,0,302,4076,Maruti,First party,10-11-2014,MH 5 ND 8412
5618,9338910286,927317162859610,2017,New,20913,0,302,0,0,4337,Hyundai,First party,29-11-2012,MH 8 AL 5357
5620,9343201626,911452297073369,2017,Renewal,28916,1229,0,0,309,4002,Maruti,First party,14-03-2013,MH 6 TR 6045
5623,9303139706,874692166447958,2017,New,0,0,0,0,0,4436,Maruti,Third Party,03-05-2012,MH 2 SI 5413
5626,9281137945,871760099033568,2017,New,0,0,0,0,0,4113,Honda,Third Party,21-06-2013,MH 7 HB 8542
5628,9326542140,946002854581236,2017,Renewal,28036,0,0,0,0,4011,Mahindra,First party,14-12-2012,MH 1 FI 7636
5630,9301781023,908717396984526,2017,New,0,0,0,0,0,4485,Honda,Third Party,21-03-2014,MH 6 KK 3947
5638,9260943944,912436724337311,2017,Renewal,22259,0,0,227,0,4151,Hyundai,First party,21-08-2012,MH 3 RK 2981
5640,9317473495,928603768992316,2017,Renewal,20684,0,0,0,277,4171,Others,First party,14-08-2014,MH 4 FY 4165
5642,9293302760,875896397251985,2017,Renewal,20886,0,0,0,303,4284,Others,First party,15-01-2014,MH 8 IY 9626
5653,9336392829,869414290212642,2017,Renewal,21080,0,0,0,0,4230,Maruti,First party,26-02-2014,MH 2 TF 6733
5654,9325507185,913333723441475,2017,New,20556,0,0,0,0,4100,Hyundai,First party,11-04-2014,MH 7 EQ 5666
5672,9275607298,909166549478149,2017,New,21366,0,0,0,0,4067,Maruti,First party,24-11-2014,MH 1 AC 9767
5684,9326866219,852180456216658,2017,Renewal,22868,1276,0,0,0,4007,Hyundai,First party,20-01-2014,MH 6 KB 4125
5698,9344510906,908600179344909,2017,New,27042,0,0,0,0,4431,Others,First party,25-10-2013,MH 7 GZ 2768
5702,9310848470,945982652662623,2017,Renewal,23092,0,0,0,0,4341,Hyundai,First party,12-05-2013,MH 4 RU 6807
5703,9271446193,878520811377166,2017,Renewal,0,0,0,0,0,4102,Maruti,Third Party,17-05-2012,MH 2 HA 4550
5714,9340531932,941990813025665,2017,New,21837,0,0,180,0,4310,Maruti,First party,06-09-2014,MH 7 MV 4488
5724,9324577669,874825682743705,2017,New,25811,1372,0,0,0,4442,Honda,First party,02-07-2013,MH 8 FH 7277
5728,9325064162,864119244416880,2017,New,28519,0,340,0,0,4209,Maruti,First party,28-11-2014,MH 8 HI 5988
5729,9301810944,933698732706947,2017,Renewal,28584,0,0,0,0,4215,Maruti,First party,22-03-2013,MH 2 NP 6913
5742,9335539514,909179005323172,2017,New,0,0,0,0,0,4014,Hyundai,Third Party,17-07-2013,MH 6 XM 6610
5744,9311886616,888453273012397,2017,New,29343,0,0,0,0,4075,Honda,First party,29-09-2013,MH 8 GD 3443
5756,9301501626,870902645576383,2017,New,21448,1221,0,0,284,4336,Maruti,First party,09-07-2014,MH 3 AU 9357
5759,9304569126,943121836448822,2017,Renewal,29459,0,0,0,0,4463,Honda,First party,19-04-2012,MH 2 SA 9698
5763,9336762195,876096590436934,2017,New,25316,0,0,0,0,4246,Mahindra,First party,26-04-2013,MH 8 VK 4359
5768,9333901397,939796576182032,2017,New,22388,0,351,0,0,4279,Hyundai,First party,02-07-2014,MH 3 BF 2400
5772,9301981642,883527845836100,2017,Renewal,22682,0,0,210,0,4461,Mahindra,First party,24-07-2012,MH 3 SZ 2757
5775,9333969680,898113438706270,2017,Renewal,22638,0,0,0,0,4376,Maruti,First party,18-05-2014,MH 6 DZ 8397
5778,9290177251,892281051560783,2017,Renewal,23430,0,0,0,0,4490,Hyundai,First party,15-08-2014,MH 8 VH 7980
5781,9338075120,945380019894675,2017,New,0,0,0,0,0,4282,Mahindra,Third Party,08-11-2013,MH 3 DR 3167
5784,9278479018,871983820449234,2017,New,0,0,0,0,0,4112,Hyundai,Third Party,02-07-2014,MH 4 GO 8614
5792,9306658998,948204856082775,2017,New,24543,0,0,223,0,4114,Mahindra,First party,13-05-2012,MH 7 XJ 2476
5795,9290704233,910342167403711,2017,Renewal,29072,0,0,0,0,4033,Maruti,First party,18-10-2013,MH 5 QF 4462
5797,9314661627,920906248998282,2017,Renewal,0,0,0,0,0,4343,Hyundai,Third Party,07-07-2013,MH 1 MC 2579
5799,9339077770,855162592005037,2017,Renewal,22966,1366,0,0,287,4298,Mahindra,First party,07-06-2012,MH 5 CO 5442
5802,9260696781,914275725017052,2017,Renewal,20859,0,0,209,0,4043,Maruti,First party,31-05-2012,MH 2 HI 3292
5803,9275272249,857182626516278,2017,New,27316,0,0,0,0,4077,Others,First party,11-11-2012,MH 6 RS 7246
5808,9272966653,909740338002485,2017,Renewal,0,0,0,0,0,4019,Others,Third Party,29-08-2012,MH 1 SU 4901
5815,9275461783,866553340454416,2017,Renewal,28902,1338,0,0,0,4146,Maruti,First party,04-09-2014,MH 7 RK 6416
5821,9284565460,898729527045464,2017,New,27278,0,0,0,0,4022,Honda,First party,04-07-2012,MH 6 QV 2571
5823,9274192572,861169315523943,2017,Renewal,24261,0,0,0,0,4030,Others,First party,14-01-2014,MH 2 TC 9369
5829,9296044897,903310698985139,2017,Renewal,22804,0,0,0,0,4099,Hyundai,First party,14-01-2013,MH 5 UG 9488
5851,9304012175,919630320822164,2017,Renewal,20202,0,390,0,0,4176,Mahindra,First party,16-12-2014,MH 8 YS 2397
5857,9296878394,917648076011298,2017,New,29212,0,0,0,0,4359,Mahindra,First party,11-11-2014,MH 8 KJ 3908
5859,9261557736,915861934295748,2017,Renewal,24040,0,0,0,0,4379,Maruti,First party,23-09-2012,MH 8 YP 4069
5864,9328117630,880916800795162,2017,Renewal,23624,0,0,0,0,4395,Mahindra,First party,06-07-2014,MH 3 PR 8662
5871,9277417171,852513603765906,2017,New,22734,0,275,0,0,4380,Maruti,First party,28-05-2012,MH 4 LY 3640
5872,9338637096,862884908379282,2017,New,21678,0,0,154,0,4465,Maruti,First party,14-11-2013,MH 7 DZ 6951
5878,9262888400,935392833419412,2017,Renewal,29818,1294,0,0,0,4209,Hyundai,First party,29-10-2014,MH 7 GZ 9124
5879,9289848468,935043564900986,2017,Renewal,0,0,0,0,0,4211,Maruti,Third Party,14-03-2014,MH 4 VX 9686
5882,9277660162,883245163944885,2017,New,25060,0,290,0,0,4360,Hyundai,First party,28-09-2014,MH 8 IR 3555
5885,9281521955,873351140457324,2017,Renewal,25156,0,0,0,0,4090,Hyundai,First party,04-11-2014,MH 5 GW 3655
5889,9306628272,860592697399219,2017,Renewal,25668,0,0,0,0,4308,Maruti,First party,14-03-2013,MH 6 WV 5678
5890,9314339317,885080883552269,2017,Renewal,27699,0,0,0,0,4365,Honda,First party,27-08-2012,MH 4 CK 5162
5895,9334291189,943840309903341,2017,New,27386,0,0,0,0,4105,Honda,First party,30-01-2013,MH 1 RR 6692
5896,9267956957,860380321904018,2017,New,28973,0,0,0,0,4444,Hyundai,First party,12-08-2012,MH 8 GU 8209
5899,9325967685,914782668750445,2017,Renewal,24510,0,0,0,0,4031,Honda,First party,08-12-2014,MH 4 QF 3592
5900,9267539887,859085191548747,2017,New,24951,0,0,0,0,4061,Maruti,First party,16-06-2012,MH 8 TA 9207
5904,9343487788,877410728405073,2017,New,27502,0,0,0,0,4248,Hyundai,First party,20-02-2014,MH 2 JJ 4010
5905,9329635552,875776678763379,2017,Renewal,26606,1374,0,0,273,4485,Others,First party,20-08-2012,MH 2 CR 3573
5910,9263760535,912928043167579,2017,Renewal,0,0,0,0,0,4447,Maruti,Third Party,19-12-2013,MH 8 TU 6293
5925,9310496540,940031562346430,2017,Renewal,27518,0,0,0,288,4470,Maruti,First party,25-06-2014,MH 4 YB 8597
5926,9336942409,910904430577616,2017,New,0,0,0,0,0,4269,Maruti,Third Party,14-06-2013,MH 6 RA 7425
5927,9288295587,892415767188573,2017,New,27547,0,0,0,0,4375,Honda,First party,01-05-2014,MH 5 HQ 4301
5949,9266028928,948370971942568,2017,Renewal,22806,0,0,0,0,4256,Maruti,First party,26-12-2013,MH 1 XF 6865
5952,9300983166,920157993268535,2017,Renewal,21537,0,0,0,0,4361,Maruti,First party,10-05-2012,MH 6 VO 2526
5962,9320024644,873262079410107,2017,Renewal,0,0,0,0,0,4139,Hyundai,Third Party,29-10-2012,MH 5 LW 4594
5984,9257509270,899041748265414,2017,New,29126,0,0,166,0,4014,Honda,First party,14-11-2012,MH 7 ZQ 5175
5986,9342410045,931866190810100,2017,Renewal,26862,0,0,240,0,4229,Maruti,First party,25-06-2013,MH 5 WU 5410
5990,9256810740,920159360470888,2017,Renewal,29172,0,365,0,0,4426,Others,First party,23-10-2012,MH 7 NS 7357
6000,9309340784,853786526624493,2017,Renewal,23747,0,0,0,318,4247,Hyundai,First party,24-11-2013,MH 6 WQ 7486
6020,9315281168,935920949756955,2017,Renewal,26189,0,0,0,0,4014,Maruti,First party,17-05-2013,MH 8 ZF 2960
6024,9303049355,890046593856210,2017,Renewal,26325,0,0,0,0,4083,Hyundai,First party,25-03-2014,MH 6 NG 9646
6026,9281336382,871951543038196,2017,New,27904,0,0,0,0,4089,Maruti,First party,16-09-2014,MH 3 QJ 6394
6031,9315686886,933345602485844,2017,Renewal,21089,0,0,0,0,4253,Maruti,First party,14-03-2014,MH 8 FA 8285
6043,9261909913,881146648073464,2017,New,22620,0,0,0,0,4211,Mahindra,First party,29-06-2012,MH 2 GU 5842
6048,9327755302,848874889130892,2017,New,23079,0,0,0,0,4231,Hyundai,First party,09-07-2014,MH 1 AY 6953
6052,9341927429,860512779554491,2017,Renewal,28389,0,0,0,0,4035,Maruti,First party,06-01-2013,MH 6 ML 4933
6057,9334190431,899964215836252,2017,Renewal,29670,1382,0,0,0,4177,Maruti,First party,30-05-2012,MH 8 SF 4444
6061,9320460470,862857071202796,2017,New,0,0,0,0,0,4449,Maruti,Third Party,18-05-2012,MH 8 XH 3955
6072,9267243698,866527735676778,2017,New,20342,0,201,0,0,4207,Maruti,First party,15-05-2013,MH 8 VV 5516
6073,9329854876,873947634795950,2017,Renewal,22265,0,231,0,0,4456,Hyundai,First party,25-08-2013,MH 5 FD 3452
6075,9303560460,869292071532988,2017,New,22765,0,0,0,0,4383,Hyundai,First party,25-08-2014,MH 2 OG 4310
6076,9323134513,899236037463469,2017,New,25003,0,0,0,0,4490,Maruti,First party,12-11-2013,MH 5 XS 3389
6077,9271251627,909578283509041,2017,Renewal,23255,0,208,0,0,4063,Mahindra,First party,04-09-2014,MH 8 YN 3342
6083,9325322175,917276068345390,2017,Renewal,24051,0,0,0,0,4242,Mahindra,First party,03-03-2013,MH 4 WX 4249
6094,9292300951,896344999277873,2017,New,24017,0,0,0,274,4131,Maruti,First party,11-02-2013,MH 8 XW 8783
6101,9292731614,901132644618322,2017,New,29876,0,0,0,0,4398,Others,First party,13-08-2012,MH 4 GP 4352
6102,9332551884,919538835321178,2017,New,29005,0,0,0,0,4239,Maruti,First party,27-05-2014,MH 6 CW 5721
6116,9337139200,893123965278035,2017,New,0,0,0,0,0,4417,Hyundai,Third Party,15-04-2012,MH 3 DW 5959
6120,9268430052,911777952208759,2017,New,25526,0,0,0,0,4449,Others,First party,22-05-2013,MH 1 WB 2684
6121,9275757287,853719253188625,2017,New,26378,0,0,0,0,4261,Hyundai,First party,26-05-2012,MH 2 KL 3822
6125,9276864674,920635002902599,2017,Renewal,0,0,0,0,0,4152,Honda,Third Party,22-08-2014,MH 2 MR 3738
6131,9301053808,857702644269007,2017,Renewal,22362,0,317,0,0,4438,Mahindra,First party,13-04-2012,MH 5 WS 7597
6133,9257783020,875678523758924,2017,Renewal,0,0,0,0,0,4072,Hyundai,Third Party,29-11-2013,MH 3 GR 6168
6134,9279371228,858634384002824,2017,Renewal,0,0,0,0,0,4243,Mahindra,Third Party,05-12-2012,MH 5 BH 9073
6135,9321913232,942554173119120,2017,Renewal,0,0,0,0,0,4203,Maruti,Third Party,12-11-2012,MH 8 MK 8722
6136,9277542772,915917098436371,2017,Renewal,25129,0,265,0,0,4378,Honda,First party,05-07-2012,MH 2 QM 5260
6139,9280681064,883541212776105,2017,New,29382,0,0,0,0,4263,Hyundai,First party,28-09-2012,MH 4 TI 2567
6142,9262559307,886252153662460,2017,New,24094,0,0,0,0,4497,Hyundai,First party,24-12-2014,MH 3 BX 2699
